,Личность подтверждена,Статус,Стаж,На сайте,Заказы в работе,Оценка,Количество отзывов,Формат обучения,Предмет,Цена,С отличием,Топ-10 вуз,Предмет ЕГЭ,Гуманитарная наука,Естественная наука,Техническая наука,Большой стаж
418,False,Частный преподаватель,24.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Обществознание,1000.0,False,0,1,1,0,0,0
419,False,Частный преподаватель,14.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,4544.444444444444,False,0,1,1,0,0,0
420,False,Студент,2.0,0.4166666666666667,0.0,4.951735074626866,0.0,У репетитора,Обществознание,1275.0,False,0,1,1,0,0,0
421,False,Школьный преподаватель,8.0,0.3333333333333333,1.0,4.951735074626866,0.0,Дистанционно,Обществознание,1300.0,False,0,1,1,0,0,0
422,False,Школьный преподаватель,16.0,0.3333333333333333,0.0,4.951735074626866,0.0,У репетитора,Обществознание,1000.0,False,0,1,1,0,0,0
423,False,Частный преподаватель,5.0,0.6666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1412.5,False,0,1,1,0,0,0
424,False,Студент,3.0,0.6666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1000.0,False,0,1,1,0,0,0
425,False,Студент,3.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,1350.0,False,0,1,1,0,0,0
426,True,Частный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1000.0,False,0,1,1,0,0,0
427,True,Частный преподаватель,28.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,862.5,False,0,1,1,0,0,1
428,True,Преподаватель университета или колледжа,17.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,3250.0,False,0,1,1,0,0,0
429,False,Аспирант или ординатор очной формы обучения,6.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,2000.0,False,0,1,1,0,0,0
430,True,Школьный преподаватель,16.0,0.9166666666666666,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,800.0,False,0,1,1,0,0,0
431,False,Студент,2.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,3131.25,False,1,1,1,0,0,0
432,False,Частный преподаватель,5.0,2.0,2.0,4.951735074626866,0.0,У репетитора,Обществознание,1500.0,False,0,1,1,0,0,0
433,True,Преподаватель университета или колледжа,17.0,5.0,9.0,3.5,2.0,У ученика,Обществознание,4500.0,False,0,1,1,0,0,0
434,True,Частный преподаватель,11.0,6.0,4.0,4.951735074626866,0.0,У репетитора,Обществознание,3050.0,True,0,1,1,0,0,0
435,False,Преподаватель университета или колледжа,16.0,4.0,4.0,5.0,3.0,У репетитора,Обществознание,6000.0,True,0,1,1,0,0,0
436,False,Школьный преподаватель,13.0,1.0,2.0,4.951735074626866,0.0,У ученика,Обществознание,3000.0,False,0,1,1,0,0,0
437,False,Преподаватель университета или колледжа,15.0,4.0,2.0,4.951735074626866,0.0,Дистанционно,Обществознание,1500.0,True,0,1,1,0,0,0
438,False,Частный преподаватель,6.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,712.5,False,0,1,1,0,0,0
439,False,Школьный преподаватель,26.0,0.75,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,800.0,False,0,1,1,0,0,0
440,True,Частный преподаватель,10.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,3000.0,False,1,1,1,0,0,0
441,False,Частный преподаватель,34.0,4.0,1.0,5.0,1.0,У ученика,Обществознание,2775.0,False,0,1,1,0,0,1
442,True,Школьный преподаватель,42.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,733.3333333333334,False,0,1,1,0,0,1
443,True,Частный преподаватель,11.0,5.0,0.0,4.951735074626866,0.0,У ученика,Обществознание,2475.0,True,0,1,1,0,0,0
444,False,Студент,3.0,2.0,0.0,4.951735074626866,0.0,У ученика,Обществознание,800.0,False,0,1,1,0,0,0
445,False,Школьный преподаватель,10.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,3000.0,False,0,1,1,0,0,0
446,False,Частный преподаватель,29.0,0.6666666666666666,2.0,4.951735074626866,0.0,Дистанционно,Обществознание,2416.6666666666665,False,0,1,1,0,0,1
447,False,Преподаватель университета или колледжа,9.0,2.0,7.0,5.0,1.0,Дистанционно,Обществознание,3000.0,True,1,1,1,0,0,0
448,False,Студент,5.0,3.0,0.0,4.951735074626866,0.0,У ученика,Обществознание,4000.0,False,0,1,1,0,0,0
449,False,Студент,7.0,5.0,0.0,4.951735074626866,0.0,У ученика,Обществознание,775.0,False,0,1,1,0,0,0
450,True,Частный преподаватель,13.0,5.0,25.0,5.0,19.0,У репетитора,Музыка,2400.0,False,0,0,0,0,0,0
451,True,Частный преподаватель,20.0,6.0,10.0,5.0,7.0,У ученика,Музыка,3000.0,False,0,0,0,0,0,0
452,True,Частный преподаватель,16.0,6.0,7.0,5.0,6.0,Дистанционно,Музыка,1216.6666666666667,False,0,0,0,0,0,0
453,True,Частный преподаватель,6.0,5.0,14.0,5.0,1.0,Дистанционно,Музыка,1200.0,False,0,0,0,0,0,0
454,True,Частный преподаватель,22.0,4.0,1.0,5.0,1.0,У репетитора,Музыка,1050.0,False,0,0,0,0,0,0
455,False,Частный преподаватель,5.0,3.0,10.0,5.0,3.0,У репетитора,Музыка,1666.6666666666667,False,0,0,0,0,0,0
456,True,Преподаватель университета или колледжа,19.0,5.0,2.0,5.0,2.0,У репетитора,Музыка,2333.333333333333,True,0,0,0,0,0,0
457,False,Частный преподаватель,30.0,1.0,2.0,4.951735074626866,0.0,У ученика,Музыка,1721.428571428571,False,0,0,0,0,0,1
458,False,Частный преподаватель,18.0,6.0,2.0,5.0,2.0,У ученика,Музыка,2000.0,False,0,0,0,0,0,0
459,False,Частный преподаватель,14.0,6.0,2.0,5.0,2.0,У ученика,Музыка,2000.0,False,0,0,0,0,0,0
460,False,Преподаватель университета или колледжа,33.0,3.0,4.0,5.0,2.0,У ученика,Музыка,1375.0,False,0,0,0,0,0,1
461,True,Школьный преподаватель,20.0,0.1666666666666666,0.0,4.951735074626866,0.0,У ученика,Музыка,1218.75,False,0,0,0,0,0,0
462,True,Частный преподаватель,10.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Музыка,850.0,False,0,0,0,0,0,0
463,True,Частный преподаватель,17.0,6.0,1.0,5.0,1.0,У репетитора,Музыка,875.0,False,0,0,0,0,0,0
464,False,Частный преподаватель,17.0,7.0,1.0,5.0,1.0,У репетитора,Музыка,1800.0,False,0,0,0,0,0,0
465,False,Студент,10.0,6.0,1.0,5.0,1.0,У ученика,Музыка,1500.0,False,0,0,0,0,0,0
466,False,Частный преподаватель,23.0,5.0,3.0,5.0,1.0,У репетитора,Музыка,1000.0,False,0,0,0,0,0,0
467,False,Преподаватель университета или колледжа,24.0,4.0,3.0,5.0,1.0,У репетитора,Музыка,2125.0,False,0,0,0,0,0,0
468,False,Частный преподаватель,16.0,2.0,1.0,5.0,1.0,У ученика,Музыка,1537.5,False,0,0,0,0,0,0
469,False,Частный преподаватель,13.0,1.0,1.0,5.0,1.0,Дистанционно,Музыка,2500.0,False,0,0,0,0,0,0
470,False,Частный преподаватель,28.0,7.0,1.0,4.951735074626866,0.0,Дистанционно,Музыка,2577.777777777778,True,0,0,0,0,0,1
471,True,Частный преподаватель,15.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1800.0,False,0,0,0,0,0,0
472,False,Частный преподаватель,14.0,1.0,0.0,4.951735074626866,0.0,У ученика,Музыка,3500.0,False,0,0,0,0,0,0
473,False,Преподаватель университета или колледжа,24.0,0.75,0.0,4.951735074626866,0.0,У репетитора,Музыка,3000.0,False,0,0,0,0,0,0
474,False,Частный преподаватель,23.0,2.0,1.0,4.951735074626866,0.0,Дистанционно,Музыка,1000.0,False,0,0,0,0,0,0
475,False,Частный преподаватель,11.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,875.0,False,0,0,0,0,0,0
476,True,Студент,11.0,5.0,0.0,4.951735074626866,0.0,У ученика,Музыка,1425.0,False,0,0,0,0,0,0
477,False,Частный преподаватель,24.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1500.0,False,0,0,0,0,0,0
478,True,Школьный преподаватель,11.0,4.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,850.0,False,0,0,0,0,0,0
479,False,Частный преподаватель,9.0,4.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,1125.0,False,0,0,0,0,0,0
480,True,Частный преподаватель,6.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1520.0,False,0,0,0,0,0,0
481,False,Частный преподаватель,21.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,3000.0,False,0,0,0,0,0,0
482,False,Частный преподаватель,19.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1656.25,False,0,0,0,0,0,0
483,False,Частный преподаватель,15.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1879.1666666666667,False,0,0,0,0,0,0
484,False,Частный преподаватель,15.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1395.0,False,0,0,0,0,0,0
485,False,Частный преподаватель,5.0,2.0,0.0,4.951735074626866,0.0,У ученика,Музыка,1233.3333333333333,False,0,0,0,0,0,0
486,False,Частный преподаватель,40.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1000.0,False,0,0,0,0,0,1
487,False,Частный преподаватель,32.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,412.5,False,0,0,0,0,0,1
488,False,Частный преподаватель,3.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,633.3333333333334,False,0,0,0,0,0,0
489,True,Частный преподаватель,11.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,500.0,False,0,0,0,0,0,0
490,False,Частный преподаватель,36.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1562.5,False,0,0,0,0,0,1
491,False,Частный преподаватель,12.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,600.0,False,0,0,0,0,0,0
492,False,Частный преподаватель,6.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,1500.0,False,0,0,0,0,0,0
493,True,Частный преподаватель,8.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1057.6923076923076,True,0,0,0,0,0,0
494,False,Частный преподаватель,12.0,0.75,0.0,4.951735074626866,0.0,Дистанционно,Музыка,3000.0,False,0,0,0,0,0,0
495,False,Преподаватель университета или колледжа,20.0,0.6666666666666666,0.0,4.951735074626866,0.0,У репетитора,Музыка,1000.0,True,0,0,0,0,0,0
496,False,Частный преподаватель,3.0,0.6666666666666666,0.0,4.951735074626866,0.0,У репетитора,Музыка,1050.0,False,0,0,0,0,0,0
497,False,Частный преподаватель,9.0,0.5833333333333334,0.0,4.951735074626866,0.0,У ученика,Музыка,1950.0,False,0,0,0,0,0,0
498,False,Частный преподаватель,19.0,0.4166666666666667,0.0,4.951735074626866,0.0,У репетитора,Музыка,808.3333333333334,False,0,0,0,0,0,0
499,False,Частный преподаватель,3.0,0.25,0.0,4.951735074626866,0.0,У репетитора,Музыка,6000.0,False,0,0,0,0,0,0
500,False,Частный преподаватель,7.0,0.25,0.0,4.951735074626866,0.0,У репетитора,Музыка,2208.333333333333,False,0,0,0,0,0,0
501,False,Частный преподаватель,14.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,1500.0,False,0,0,0,0,0,0
502,True,Частный преподаватель,7.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,850.0,False,0,0,0,0,0,0
503,False,Школьный преподаватель,10.0,0.0,0.0,4.951735074626866,0.0,У ученика,Музыка,975.0,True,0,0,0,0,0,0
504,False,Школьный преподаватель,33.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,1500.0,False,0,0,0,0,0,1
505,True,Частный преподаватель,2.0,1.0,0.0,4.951735074626866,0.0,У ученика,Музыка,1237.5,False,0,0,0,0,0,0
506,False,Частный преподаватель,10.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,3250.0,False,0,0,0,0,0,0
507,True,Студент,6.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1975.0,False,0,0,0,0,0,0
508,False,Частный преподаватель,5.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1000.0,False,0,0,0,0,0,0
509,True,Школьный преподаватель,5.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,1300.0,True,0,0,0,0,0,0
510,False,Студент,12.0,4.0,0.0,4.951735074626866,0.0,У ученика,Музыка,837.5,False,0,0,0,0,0,0
511,False,Школьный преподаватель,13.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,2533.333333333333,False,0,0,0,0,0,0
512,True,Частный преподаватель,9.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,700.0,False,0,0,0,0,0,0
513,False,Частный преподаватель,19.0,4.0,3.0,5.0,1.0,У репетитора,Музыка,2000.0,False,0,0,0,0,0,0
514,False,Частный преподаватель,9.0,1.0,1.0,5.0,1.0,Дистанционно,Музыка,750.0,False,0,0,0,0,0,0
515,False,Частный преподаватель,40.0,6.0,12.0,5.0,4.0,Дистанционно,Музыка,1237.5,False,0,0,0,0,0,1
516,True,Частный преподаватель,9.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,2000.0,False,0,0,0,0,0,0
517,False,Школьный преподаватель,17.0,4.0,1.0,4.951735074626866,0.0,У ученика,Музыка,1781.25,False,0,0,0,0,0,0
518,False,Частный преподаватель,44.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,600.0,False,0,0,0,0,0,1
519,True,Частный преподаватель,6.0,2.0,1.0,4.951735074626866,0.0,У репетитора,Музыка,1125.0,False,0,0,0,0,0,0
520,False,Частный преподаватель,4.0,1.0,1.0,4.951735074626866,0.0,У ученика,Музыка,1300.0,False,0,0,0,0,0,0
521,True,Студент,7.0,5.0,1.0,4.951735074626866,0.0,У репетитора,Музыка,3000.0,False,0,0,0,0,0,0
522,False,Школьный преподаватель,14.0,0.75,0.0,4.951735074626866,0.0,У репетитора,Музыка,2147.9166666666665,True,0,0,0,0,0,0
523,False,Студент,10.0,4.0,1.0,4.951735074626866,0.0,Дистанционно,Музыка,1500.0,False,0,0,0,0,0,0
524,False,Частный преподаватель,20.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,891.6666666666666,False,0,0,0,0,0,0
525,False,Частный преподаватель,62.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,839.5833333333334,False,0,0,0,0,0,1
526,False,Частный преподаватель,31.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,2060.0,False,0,0,0,0,0,1
527,False,Преподаватель университета или колледжа,9.0,2.0,0.0,4.951735074626866,0.0,У ученика,Музыка,2500.0,False,0,0,0,0,0,0
528,False,Частный преподаватель,5.0,1.0,1.0,4.951735074626866,0.0,У репетитора,Музыка,525.0,False,0,0,0,0,0,0
529,True,Частный преподаватель,9.0,5.0,1.0,4.951735074626866,0.0,У ученика,Музыка,1500.0,False,0,0,0,0,0,0
530,True,Частный преподаватель,26.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Музыка,450.0,False,0,0,0,0,0,0
531,False,Частный преподаватель,32.0,6.0,0.0,4.951735074626866,0.0,У ученика,Музыка,1500.0,False,0,0,0,0,0,1
532,False,Частный преподаватель,25.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,800.0,False,0,0,0,0,0,0
533,True,Частный преподаватель,7.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1000.0,False,0,0,0,0,0,0
534,False,Студент,5.0,5.0,0.0,4.951735074626866,0.0,У ученика,Музыка,1000.0,False,0,0,0,0,0,0
535,True,Частный преподаватель,30.0,4.0,3.0,4.951735074626866,0.0,У ученика,Музыка,4568.181818181818,True,0,0,0,0,0,1
536,False,Школьный преподаватель,25.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Музыка,1300.0,False,0,0,0,0,0,0
537,False,Частный преподаватель,44.0,0.5833333333333334,0.0,4.951735074626866,0.0,У репетитора,Музыка,1708.3333333333333,False,0,0,0,0,0,1
538,True,Частный преподаватель,24.0,0.1666666666666666,0.0,4.951735074626866,0.0,У репетитора,Музыка,1000.0,False,0,0,0,0,0,0
539,True,Школьный преподаватель,13.0,2.0,12.0,5.0,10.0,Дистанционно,География,3733.3333333333335,False,0,1,0,1,0,0
540,False,Частный преподаватель,2.0,1.0,22.0,5.0,6.0,У ученика,География,1783.3333333333333,False,0,1,0,1,0,0
541,False,Школьный преподаватель,5.0,4.0,25.0,5.0,6.0,Дистанционно,География,2000.0,False,0,1,0,1,0,0
542,True,Частный преподаватель,3.0,0.1666666666666666,1.0,4.951735074626866,0.0,Дистанционно,География,1333.3333333333333,False,0,1,0,1,0,0
543,True,Школьный преподаватель,6.0,1.0,15.0,5.0,2.0,Дистанционно,География,562.5,False,0,1,0,1,0,0
544,True,Преподаватель университета или колледжа,17.0,5.0,9.0,3.5,2.0,У ученика,География,4500.0,False,0,1,0,1,0,0
545,False,Школьный преподаватель,36.0,3.0,5.0,5.0,1.0,Дистанционно,География,1091.6666666666667,False,0,1,0,1,0,1
546,False,Частный преподаватель,19.0,6.0,0.0,5.0,1.0,У репетитора,География,3375.0,False,0,1,0,1,0,0
547,True,Частный преподаватель,10.0,4.0,4.0,5.0,1.0,Дистанционно,География,2000.0,False,0,1,0,1,0,0
548,False,Школьный преподаватель,15.0,1.0,8.0,5.0,1.0,У репетитора,География,1237.5,False,0,1,0,1,0,0
549,False,Школьный преподаватель,38.0,1.0,3.0,5.0,1.0,У репетитора,География,450.0,False,0,1,0,1,0,1
550,False,Школьный преподаватель,7.0,1.0,8.0,5.0,1.0,У репетитора,География,1500.0,False,0,1,0,1,0,0
551,False,Школьный преподаватель,24.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,900.0,False,0,1,0,1,0,0
552,False,Частный преподаватель,19.0,0.3333333333333333,0.0,4.951735074626866,0.0,У репетитора,География,1641.6666666666667,False,0,1,0,1,0,0
553,True,Школьный преподаватель,14.0,6.0,2.0,4.951735074626866,0.0,Дистанционно,География,1200.0,False,0,1,0,1,0,0
554,False,Школьный преподаватель,15.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,География,2250.0,False,0,1,0,1,0,0
555,True,Студент,5.0,2.0,0.0,4.951735074626866,0.0,У ученика,География,1200.0,False,1,1,0,1,0,0
556,False,Студент,4.0,2.0,0.0,4.951735074626866,0.0,У репетитора,География,487.5,False,0,1,0,1,0,0
557,True,Школьный преподаватель,29.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,География,1800.0,False,0,1,0,1,0,1
558,False,Студент,1.0,0.5833333333333334,0.0,4.951735074626866,0.0,Дистанционно,География,600.0,False,0,1,0,1,0,0
559,False,Студент,2.0,0.5,0.0,4.951735074626866,0.0,У ученика,География,1500.0,False,0,1,0,1,0,0
560,False,Преподаватель университета или колледжа,5.0,0.25,1.0,4.951735074626866,0.0,У репетитора,География,866.6666666666666,False,0,1,0,1,0,0
561,True,Студент,2.0,0.8333333333333334,2.0,5.0,1.0,Дистанционно,География,1000.0,False,1,1,0,1,0,0
562,True,Аспирант или ординатор очной формы обучения,6.0,4.0,13.0,5.0,3.0,У ученика,География,1000.0,False,1,1,0,1,0,0
563,True,Преподаватель университета или колледжа,8.0,2.0,1.0,4.951735074626866,0.0,У репетитора,География,1500.0,False,1,1,0,1,0,0
564,False,Школьный преподаватель,11.0,7.0,0.0,4.951735074626866,0.0,У ученика,География,1000.0,False,0,1,0,1,0,0
565,False,Студент,3.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,География,1150.0,False,0,1,0,1,0,0
566,False,Аспирант или ординатор очной формы обучения,10.0,6.0,0.0,4.951735074626866,0.0,У ученика,География,1100.0,False,0,1,0,1,0,0
567,False,Частный преподаватель,11.0,6.0,0.0,4.951735074626866,0.0,У ученика,География,525.0,False,0,1,0,1,0,0
568,True,Частный преподаватель,10.0,6.0,0.0,4.951735074626866,0.0,У ученика,География,1000.0,False,0,1,0,1,0,0
569,False,Студент,8.0,5.0,0.0,4.951735074626866,0.0,У ученика,География,1500.0,False,1,1,0,1,0,0
570,True,Студент,8.0,5.0,1.0,4.951735074626866,0.0,У ученика,География,2250.0,False,0,1,0,1,0,0
571,True,Школьный преподаватель,17.0,4.0,0.0,4.951735074626866,0.0,У ученика,География,1150.0,False,0,1,0,1,0,0
572,False,Школьный преподаватель,31.0,4.0,0.0,4.951735074626866,0.0,У ученика,География,1000.0,False,0,1,0,1,0,1
573,False,Студент,5.0,2.0,0.0,4.951735074626866,0.0,У ученика,География,900.0,False,0,1,0,1,0,0
574,False,Преподаватель университета или колледжа,27.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,География,1000.0,False,0,1,0,1,0,1
575,True,Студент,3.0,2.0,0.0,4.951735074626866,0.0,У ученика,География,566.6666666666666,False,0,1,0,1,0,0
576,False,Частный преподаватель,3.0,2.0,0.0,4.951735074626866,0.0,У репетитора,География,500.0,False,0,1,0,1,0,0
577,False,Студент,4.0,2.0,0.0,4.951735074626866,0.0,У репетитора,География,1800.0,False,1,1,0,1,0,0
578,False,Частный преподаватель,7.0,2.0,0.0,4.951735074626866,0.0,У репетитора,География,1833.3333333333333,False,1,1,0,1,0,0
579,False,Студент,3.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,География,500.0,False,0,1,0,1,0,0
580,False,Преподаватель университета или колледжа,38.0,2.0,0.0,4.951735074626866,0.0,У репетитора,География,2800.0,False,0,1,0,1,0,1
581,False,Школьный преподаватель,38.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,1200.0,False,0,1,0,1,0,1
582,True,Школьный преподаватель,24.0,1.0,1.0,4.951735074626866,0.0,У репетитора,География,1500.0,False,0,1,0,1,0,0
583,True,Частный преподаватель,30.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,4000.0,False,0,1,0,1,0,1
584,False,Школьный преподаватель,10.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,2100.0,True,0,1,0,1,0,0
585,False,Школьный преподаватель,12.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,1500.0,False,0,1,0,1,0,0
586,False,Частный преподаватель,9.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,1800.0,False,1,1,0,1,0,0
587,False,Студент,2.0,1.0,0.0,4.951735074626866,0.0,У ученика,География,1800.0,False,0,1,0,1,0,0
588,False,Студент,4.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,525.0,False,0,1,0,1,0,0
589,False,Частный преподаватель,4.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,География,550.0,False,0,1,0,1,0,0
590,False,Школьный преподаватель,39.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,География,900.0,False,0,1,0,1,0,1
591,False,Студент,3.0,1.0,0.0,4.951735074626866,0.0,У ученика,География,500.0,False,0,1,0,1,0,0
592,True,Школьный преподаватель,6.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,География,1025.0,False,0,1,0,1,0,0
593,False,Частный преподаватель,32.0,1.0,29.0,5.0,4.0,У репетитора,География,1933.3333333333333,False,0,1,0,1,0,1
594,False,Студент,3.0,1.0,3.0,4.951735074626866,0.0,У ученика,География,900.0,False,0,1,0,1,0,0
595,False,Студент,4.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,666.6666666666666,False,0,1,0,1,0,0
596,False,Школьный преподаватель,2.0,0.9166666666666666,0.0,4.951735074626866,0.0,У ученика,География,2250.0,False,0,1,0,1,0,0
597,False,Школьный преподаватель,2.0,0.9166666666666666,0.0,4.951735074626866,0.0,Дистанционно,География,1250.0,False,0,1,0,1,0,0
598,False,Школьный преподаватель,39.0,0.8333333333333334,1.0,4.951735074626866,0.0,Дистанционно,География,2833.333333333333,False,0,1,0,1,0,1
599,False,Студент,1.0,0.75,0.0,4.951735074626866,0.0,Дистанционно,География,500.0,False,0,1,0,1,0,0
600,False,Школьный преподаватель,8.0,0.75,0.0,4.951735074626866,0.0,Дистанционно,География,975.0,False,0,1,0,1,0,0
601,False,Частный преподаватель,32.0,0.6666666666666666,0.0,4.951735074626866,0.0,Дистанционно,География,2118.75,False,0,1,0,1,0,1
602,False,Школьный преподаватель,11.0,0.5833333333333334,0.0,4.951735074626866,0.0,Дистанционно,География,1000.0,True,0,1,0,1,0,0
603,False,Школьный преподаватель,9.0,0.5,0.0,4.951735074626866,0.0,Дистанционно,География,1200.0,False,0,1,0,1,0,0
604,False,Школьный преподаватель,13.0,0.5,0.0,4.951735074626866,0.0,У репетитора,География,1200.0,False,0,1,0,1,0,0
605,False,Частный преподаватель,36.0,0.3333333333333333,0.0,4.951735074626866,0.0,Дистанционно,География,3106.25,False,0,1,0,1,0,1
606,False,Студент,3.0,0.3333333333333333,0.0,4.951735074626866,0.0,Дистанционно,География,2000.0,False,1,1,0,1,0,0
607,True,Школьный преподаватель,38.0,0.3333333333333333,0.0,4.951735074626866,0.0,Дистанционно,География,1609.375,False,0,1,0,1,0,1
608,True,Студент,4.0,0.3333333333333333,0.0,4.951735074626866,0.0,У ученика,География,1000.0,False,0,1,0,1,0,0
609,False,Школьный преподаватель,5.0,0.1666666666666666,0.0,4.951735074626866,0.0,У репетитора,География,1975.0,False,0,1,0,1,0,0
611,False,Школьный преподаватель,5.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,География,2156.25,False,0,1,0,1,0,0
612,False,Аспирант или ординатор очной формы обучения,3.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,1500.0,False,0,1,0,1,0,0
614,False,Частный преподаватель,10.0,4.0,14.0,5.0,3.0,Дистанционно,География,2250.0,False,1,1,0,1,0,0
615,False,Студент,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,География,1250.0,False,0,1,0,1,0,0
616,True,Частный преподаватель,9.0,3.0,0.0,4.951735074626866,0.0,У репетитора,География,1787.5,True,0,1,0,1,0,0
617,False,Школьный преподаватель,7.0,2.0,3.0,5.0,2.0,Дистанционно,География,1000.0,False,0,1,0,1,0,0
618,False,Преподаватель университета или колледжа,11.0,0.5833333333333334,1.0,4.951735074626866,0.0,Дистанционно,География,1000.0,False,0,1,0,1,0,0
619,True,Школьный преподаватель,30.0,2.0,3.0,4.951735074626866,0.0,Дистанционно,География,1000.0,False,0,1,0,1,0,1
620,False,Студент,6.0,4.0,0.0,4.951735074626866,0.0,У репетитора,География,600.0,False,1,1,0,1,0,0
621,True,Студент,6.0,4.0,0.0,4.951735074626866,0.0,У ученика,География,850.0,False,0,1,0,1,0,0
622,False,Частный преподаватель,1.0,1.0,1.0,5.0,1.0,Дистанционно,География,500.0,False,0,1,0,1,0,0
623,True,Школьный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,У репетитора,География,1000.0,False,0,1,0,1,0,0
624,False,Частный преподаватель,7.0,7.0,0.0,4.951735074626866,0.0,У ученика,География,600.0,False,0,1,0,1,0,0
625,False,Частный преподаватель,10.0,6.0,0.0,4.951735074626866,0.0,У ученика,География,1000.0,True,0,1,0,1,0,0
626,True,Преподаватель университета или колледжа,24.0,4.0,6.0,4.951735074626866,0.0,Дистанционно,География,1150.0,False,0,1,0,1,0,0
627,False,Студент,7.0,4.0,3.0,4.951735074626866,0.0,У ученика,География,1000.0,False,1,1,0,1,0,0
628,False,Преподаватель университета или колледжа,7.0,3.0,0.0,4.951735074626866,0.0,У ученика,География,1000.0,False,1,1,0,1,0,0
