,Личность подтверждена,Стаж,На сайте,Заказы в работе,Оценка,Количество отзывов,Цена,С отличием,Топ-10 вуз,Предмет ЕГЭ,Гуманитарная наука,Естественная наука,Техническая наука,Большой стаж,Статус_Аспирант или ординатор очной формы обучения,Статус_Преподаватель университета или колледжа,Статус_Студент,Статус_Частный преподаватель,Статус_Школьный преподаватель,Формат обучения_Дистанционно,Формат обучения_У репетитора,Формат обучения_У ученика,Предмет_Английский язык,Предмет_Биология,Предмет_География,Предмет_Информатика,Предмет_Испанский язык,Предмет_Логопед,Предмет_Математика,Предмет_Музыка,Предмет_Обществознание,Предмет_Русский язык,Предмет_Физика,Предмет_Химия,Предмет_Экономика,Стаж^2,На сайте^2,Заказы в работе^2,Оценка^2,Количество отзывов^2,Стаж * На сайте,Стаж * Заказы в работе,Стаж * Оценка,Стаж * Количество отзывов,На сайте * Заказы в работе,На сайте * Оценка,На сайте * Количество отзывов,Заказы в работе * Оценка,Заказы в работе * Количество отзывов,Оценка * Количество отзывов,Стаж^2 * На сайте,Стаж^2 * Заказы в работе,Стаж^2 * Оценка,Стаж^2 * Количество отзывов,На сайте^2 * Стаж,На сайте^2 * Заказы в работе,На сайте^2 * Оценка,На сайте^2 * Количество отзывов,Заказы в работе^2 * Стаж,Заказы в работе^2 * На сайте,Заказы в работе^2 * Оценка,Заказы в работе^2 * Количество отзывов,Оценка^2 * Стаж,Оценка^2 * На сайте,Оценка^2 * Заказы в работе,Оценка^2 * Количество отзывов,Количество отзывов^2 * Стаж,Количество отзывов^2 * На сайте,Количество отзывов^2 * Заказы в работе,Количество отзывов^2 * Оценка
500,0.0,19.0,0.4166666666666667,0.0,4.951179775280899,0.0,808.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,361.0,0.17361111111111113,0.0,24.51418116715061,0.0,7.916666666666667,0.0,94.07241573033707,0.0,0.0,2.062991573033708,0.0,0.0,0.0,0.0,150.41666666666669,0.0,1787.3758988764046,0.0,3.2986111111111116,0.0,0.8595798220973784,0.0,0.0,0.0,0.0,0.0,465.7694421758616,10.214242152979422,0.0,0.0,0.0,0.0,0.0,0.0
501,0.0,3.0,0.25,0.0,4.951179775280899,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0625,0.0,24.51418116715061,0.0,0.75,0.0,14.853539325842696,0.0,0.0,1.2377949438202247,0.0,0.0,0.0,0.0,2.25,0.0,44.56061797752809,0.0,0.1875,0.0,0.3094487359550562,0.0,0.0,0.0,0.0,0.0,73.54254350145183,6.128545291787653,0.0,0.0,0.0,0.0,0.0,0.0
502,0.0,7.0,0.25,0.0,4.951179775280899,0.0,2208.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0625,0.0,24.51418116715061,0.0,1.75,0.0,34.65825842696629,0.0,0.0,1.2377949438202247,0.0,0.0,0.0,0.0,12.25,0.0,242.60780898876405,0.0,0.4375,0.0,0.3094487359550562,0.0,0.0,0.0,0.0,0.0,171.59926817005427,6.128545291787653,0.0,0.0,0.0,0.0,0.0,0.0
503,0.0,14.0,1.0,0.0,4.951179775280899,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,196.0,1.0,0.0,24.51418116715061,0.0,14.0,0.0,69.31651685393258,0.0,0.0,4.951179775280899,0.0,0.0,0.0,0.0,196.0,0.0,970.4312359550562,0.0,14.0,0.0,4.951179775280899,0.0,0.0,0.0,0.0,0.0,343.19853634010855,24.51418116715061,0.0,0.0,0.0,0.0,0.0,0.0
504,1.0,7.0,1.0,0.0,4.951179775280899,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,24.51418116715061,0.0,7.0,0.0,34.65825842696629,0.0,0.0,4.951179775280899,0.0,0.0,0.0,0.0,49.0,0.0,242.60780898876405,0.0,7.0,0.0,4.951179775280899,0.0,0.0,0.0,0.0,0.0,171.59926817005427,24.51418116715061,0.0,0.0,0.0,0.0,0.0,0.0
505,0.0,10.0,0.0,0.0,4.951179775280899,0.0,975.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.51418116715061,0.0,0.0,0.0,49.51179775280899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.1179775280899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.1418116715061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,0.0,33.0,0.0,0.0,4.951179775280899,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1089.0,0.0,0.0,24.51418116715061,0.0,0.0,0.0,163.38893258426967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5391.834775280899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.9679785159701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,1.0,2.0,1.0,0.0,4.951179775280899,0.0,1237.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,24.51418116715061,0.0,2.0,0.0,9.902359550561798,0.0,0.0,4.951179775280899,0.0,0.0,0.0,0.0,4.0,0.0,19.804719101123595,0.0,2.0,0.0,4.951179775280899,0.0,0.0,0.0,0.0,0.0,49.02836233430122,24.51418116715061,0.0,0.0,0.0,0.0,0.0,0.0
508,0.0,10.0,0.0,0.0,4.951179775280899,0.0,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.51418116715061,0.0,0.0,0.0,49.51179775280899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.1179775280899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.1418116715061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,1.0,6.0,0.0,0.0,4.951179775280899,0.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,24.51418116715061,0.0,0.0,0.0,29.707078651685393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.24247191011236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.08508700290366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,0.0,5.0,0.0,0.0,4.951179775280899,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,24.51418116715061,0.0,0.0,0.0,24.755898876404494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.77949438202248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.57090583575305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,1.0,5.0,0.0,0.0,4.951179775280899,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,24.51418116715061,0.0,0.0,0.0,24.755898876404494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.77949438202248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.57090583575305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,0.0,12.0,4.0,0.0,4.951179775280899,0.0,837.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,144.0,16.0,0.0,24.51418116715061,0.0,48.0,0.0,59.414157303370786,0.0,0.0,19.804719101123595,0.0,0.0,0.0,0.0,576.0,0.0,712.9698876404494,0.0,192.0,0.0,79.21887640449438,0.0,0.0,0.0,0.0,0.0,294.1701740058073,98.05672466860244,0.0,0.0,0.0,0.0,0.0,0.0
513,0.0,19.0,4.0,3.0,5.0,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,361.0,16.0,9.0,25.0,1.0,76.0,57.0,95.0,19.0,12.0,20.0,4.0,15.0,3.0,5.0,1444.0,1083.0,1805.0,361.0,304.0,48.0,80.0,16.0,171.0,36.0,45.0,9.0,475.0,100.0,75.0,25.0,19.0,4.0,3.0,5.0
514,0.0,9.0,1.0,1.0,5.0,1.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,1.0,25.0,1.0,9.0,9.0,45.0,9.0,1.0,5.0,1.0,5.0,1.0,5.0,81.0,81.0,405.0,81.0,9.0,1.0,5.0,1.0,9.0,1.0,5.0,1.0,225.0,25.0,25.0,25.0,9.0,1.0,1.0,5.0
515,0.0,40.0,6.0,12.0,5.0,4.0,1237.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1600.0,36.0,144.0,25.0,16.0,240.0,480.0,200.0,160.0,72.0,30.0,24.0,60.0,48.0,20.0,9600.0,19200.0,8000.0,6400.0,1440.0,432.0,180.0,144.0,5760.0,864.0,720.0,576.0,1000.0,150.0,300.0,100.0,640.0,96.0,192.0,80.0
516,1.0,9.0,3.0,0.0,4.951179775280899,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,9.0,0.0,24.51418116715061,0.0,27.0,0.0,44.56061797752809,0.0,0.0,14.853539325842696,0.0,0.0,0.0,0.0,243.0,0.0,401.0455617977528,0.0,81.0,0.0,44.56061797752809,0.0,0.0,0.0,0.0,0.0,220.6276305043555,73.54254350145183,0.0,0.0,0.0,0.0,0.0,0.0
517,0.0,17.0,4.0,1.0,4.951179775280899,0.0,1781.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,289.0,16.0,1.0,24.51418116715061,0.0,68.0,17.0,84.17005617977529,0.0,4.0,19.804719101123595,0.0,4.951179775280899,0.0,0.0,1156.0,289.0,1430.8909550561798,0.0,272.0,16.0,79.21887640449438,0.0,17.0,4.0,4.951179775280899,0.0,416.74107984156035,98.05672466860244,24.51418116715061,0.0,0.0,0.0,0.0,0.0
518,0.0,44.0,3.0,0.0,4.951179775280899,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1936.0,9.0,0.0,24.51418116715061,0.0,132.0,0.0,217.85191011235955,0.0,0.0,14.853539325842696,0.0,0.0,0.0,0.0,5808.0,0.0,9585.48404494382,0.0,396.0,0.0,44.56061797752809,0.0,0.0,0.0,0.0,0.0,1078.623971354627,73.54254350145183,0.0,0.0,0.0,0.0,0.0,0.0
519,1.0,6.0,2.0,1.0,4.951179775280899,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,1.0,24.51418116715061,0.0,12.0,6.0,29.707078651685393,0.0,2.0,9.902359550561798,0.0,4.951179775280899,0.0,0.0,72.0,36.0,178.24247191011236,0.0,24.0,4.0,19.804719101123595,0.0,6.0,2.0,4.951179775280899,0.0,147.08508700290366,49.02836233430122,24.51418116715061,0.0,0.0,0.0,0.0,0.0
520,0.0,4.0,1.0,1.0,4.951179775280899,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,24.51418116715061,0.0,4.0,4.0,19.804719101123595,0.0,1.0,4.951179775280899,0.0,4.951179775280899,0.0,0.0,16.0,16.0,79.21887640449438,0.0,4.0,1.0,4.951179775280899,0.0,4.0,1.0,4.951179775280899,0.0,98.05672466860244,24.51418116715061,24.51418116715061,0.0,0.0,0.0,0.0,0.0
521,1.0,7.0,5.0,1.0,4.951179775280899,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,25.0,1.0,24.51418116715061,0.0,35.0,7.0,34.65825842696629,0.0,5.0,24.755898876404494,0.0,4.951179775280899,0.0,0.0,245.0,49.0,242.60780898876405,0.0,175.0,25.0,123.77949438202248,0.0,7.0,5.0,4.951179775280899,0.0,171.59926817005427,122.57090583575305,24.51418116715061,0.0,0.0,0.0,0.0,0.0
522,0.0,14.0,0.75,0.0,4.951179775280899,0.0,2147.9166666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,196.0,0.5625,0.0,24.51418116715061,0.0,10.5,0.0,69.31651685393258,0.0,0.0,3.713384831460674,0.0,0.0,0.0,0.0,147.0,0.0,970.4312359550562,0.0,7.875,0.0,2.7850386235955056,0.0,0.0,0.0,0.0,0.0,343.19853634010855,18.385635875362958,0.0,0.0,0.0,0.0,0.0,0.0
523,0.0,10.0,4.0,1.0,4.951179775280899,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,16.0,1.0,24.51418116715061,0.0,40.0,10.0,49.51179775280899,0.0,4.0,19.804719101123595,0.0,4.951179775280899,0.0,0.0,400.0,100.0,495.1179775280899,0.0,160.0,16.0,79.21887640449438,0.0,10.0,4.0,4.951179775280899,0.0,245.1418116715061,98.05672466860244,24.51418116715061,0.0,0.0,0.0,0.0,0.0
524,0.0,20.0,5.0,0.0,4.951179775280899,0.0,891.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,400.0,25.0,0.0,24.51418116715061,0.0,100.0,0.0,99.02359550561798,0.0,0.0,24.755898876404494,0.0,0.0,0.0,0.0,2000.0,0.0,1980.4719101123596,0.0,500.0,0.0,123.77949438202248,0.0,0.0,0.0,0.0,0.0,490.2836233430122,122.57090583575305,0.0,0.0,0.0,0.0,0.0,0.0
525,0.0,62.0,5.0,0.0,4.951179775280899,0.0,839.5833333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3844.0,25.0,0.0,24.51418116715061,0.0,310.0,0.0,306.9731460674157,0.0,0.0,24.755898876404494,0.0,0.0,0.0,0.0,19220.0,0.0,19032.335056179774,0.0,1550.0,0.0,123.77949438202248,0.0,0.0,0.0,0.0,0.0,1519.879232363338,122.57090583575305,0.0,0.0,0.0,0.0,0.0,0.0
526,0.0,31.0,2.0,0.0,4.951179775280899,0.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,961.0,4.0,0.0,24.51418116715061,0.0,62.0,0.0,153.48657303370786,0.0,0.0,9.902359550561798,0.0,0.0,0.0,0.0,1922.0,0.0,4758.083764044944,0.0,124.0,0.0,19.804719101123595,0.0,0.0,0.0,0.0,0.0,759.939616181669,49.02836233430122,0.0,0.0,0.0,0.0,0.0,0.0
527,0.0,9.0,2.0,0.0,4.951179775280899,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,4.0,0.0,24.51418116715061,0.0,18.0,0.0,44.56061797752809,0.0,0.0,9.902359550561798,0.0,0.0,0.0,0.0,162.0,0.0,401.0455617977528,0.0,36.0,0.0,19.804719101123595,0.0,0.0,0.0,0.0,0.0,220.6276305043555,49.02836233430122,0.0,0.0,0.0,0.0,0.0,0.0
528,0.0,5.0,1.0,1.0,4.951179775280899,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,24.51418116715061,0.0,5.0,5.0,24.755898876404494,0.0,1.0,4.951179775280899,0.0,4.951179775280899,0.0,0.0,25.0,25.0,123.77949438202248,0.0,5.0,1.0,4.951179775280899,0.0,5.0,1.0,4.951179775280899,0.0,122.57090583575305,24.51418116715061,24.51418116715061,0.0,0.0,0.0,0.0,0.0
529,1.0,9.0,5.0,1.0,4.951179775280899,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,25.0,1.0,24.51418116715061,0.0,45.0,9.0,44.56061797752809,0.0,5.0,24.755898876404494,0.0,4.951179775280899,0.0,0.0,405.0,81.0,401.0455617977528,0.0,225.0,25.0,123.77949438202248,0.0,9.0,5.0,4.951179775280899,0.0,220.6276305043555,122.57090583575305,24.51418116715061,0.0,0.0,0.0,0.0,0.0
530,1.0,26.0,3.0,0.0,4.951179775280899,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,676.0,9.0,0.0,24.51418116715061,0.0,78.0,0.0,128.73067415730338,0.0,0.0,14.853539325842696,0.0,0.0,0.0,0.0,2028.0,0.0,3346.9975280898875,0.0,234.0,0.0,44.56061797752809,0.0,0.0,0.0,0.0,0.0,637.3687103459158,73.54254350145183,0.0,0.0,0.0,0.0,0.0,0.0
531,0.0,32.0,6.0,0.0,4.951179775280899,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,36.0,0.0,24.51418116715061,0.0,192.0,0.0,158.43775280898876,0.0,0.0,29.707078651685393,0.0,0.0,0.0,0.0,6144.0,0.0,5070.00808988764,0.0,1152.0,0.0,178.24247191011236,0.0,0.0,0.0,0.0,0.0,784.4537973488195,147.08508700290366,0.0,0.0,0.0,0.0,0.0,0.0
532,0.0,25.0,6.0,0.0,4.951179775280899,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,625.0,36.0,0.0,24.51418116715061,0.0,150.0,0.0,123.77949438202248,0.0,0.0,29.707078651685393,0.0,0.0,0.0,0.0,3750.0,0.0,3094.487359550562,0.0,900.0,0.0,178.24247191011236,0.0,0.0,0.0,0.0,0.0,612.8545291787652,147.08508700290366,0.0,0.0,0.0,0.0,0.0,0.0
533,1.0,7.0,5.0,0.0,4.951179775280899,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,25.0,0.0,24.51418116715061,0.0,35.0,0.0,34.65825842696629,0.0,0.0,24.755898876404494,0.0,0.0,0.0,0.0,245.0,0.0,242.60780898876405,0.0,175.0,0.0,123.77949438202248,0.0,0.0,0.0,0.0,0.0,171.59926817005427,122.57090583575305,0.0,0.0,0.0,0.0,0.0,0.0
534,0.0,5.0,5.0,0.0,4.951179775280899,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,24.51418116715061,0.0,25.0,0.0,24.755898876404494,0.0,0.0,24.755898876404494,0.0,0.0,0.0,0.0,125.0,0.0,123.77949438202248,0.0,125.0,0.0,123.77949438202248,0.0,0.0,0.0,0.0,0.0,122.57090583575305,122.57090583575305,0.0,0.0,0.0,0.0,0.0,0.0
535,1.0,30.0,4.0,3.0,4.951179775280899,0.0,4568.181818181818,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,900.0,16.0,9.0,24.51418116715061,0.0,120.0,90.0,148.53539325842695,0.0,12.0,19.804719101123595,0.0,14.853539325842696,0.0,0.0,3600.0,2700.0,4456.061797752809,0.0,480.0,48.0,79.21887640449438,0.0,270.0,36.0,44.56061797752809,0.0,735.4254350145184,98.05672466860244,73.54254350145183,0.0,0.0,0.0,0.0,0.0
536,0.0,25.0,1.0,0.0,4.951179775280899,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,625.0,1.0,0.0,24.51418116715061,0.0,25.0,0.0,123.77949438202248,0.0,0.0,4.951179775280899,0.0,0.0,0.0,0.0,625.0,0.0,3094.487359550562,0.0,25.0,0.0,4.951179775280899,0.0,0.0,0.0,0.0,0.0,612.8545291787652,24.51418116715061,0.0,0.0,0.0,0.0,0.0,0.0
537,0.0,44.0,0.5833333333333334,0.0,4.951179775280899,0.0,1708.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1936.0,0.34027777777777785,0.0,24.51418116715061,0.0,25.666666666666668,0.0,217.85191011235955,0.0,0.0,2.888188202247191,0.0,0.0,0.0,0.0,1129.3333333333335,0.0,9585.48404494382,0.0,14.972222222222225,0.0,1.6847764513108618,0.0,0.0,0.0,0.0,0.0,1078.623971354627,14.29993901417119,0.0,0.0,0.0,0.0,0.0,0.0
538,1.0,24.0,0.1666666666666666,0.0,4.951179775280899,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.027777777777777755,0.0,24.51418116715061,0.0,3.9999999999999982,0.0,118.82831460674157,0.0,0.0,0.8251966292134828,0.0,0.0,0.0,0.0,95.99999999999996,0.0,2851.8795505617977,0.0,0.6666666666666661,0.0,0.1375327715355804,0.0,0.0,0.0,0.0,0.0,588.3403480116147,4.085696861191767,0.0,0.0,0.0,0.0,0.0,0.0
539,1.0,13.0,2.0,12.0,5.0,10.0,3733.3333333333335,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,4.0,144.0,25.0,100.0,26.0,156.0,65.0,130.0,24.0,10.0,20.0,60.0,120.0,50.0,338.0,2028.0,845.0,1690.0,52.0,48.0,20.0,40.0,1872.0,288.0,720.0,1440.0,325.0,50.0,300.0,250.0,1300.0,200.0,1200.0,500.0
540,0.0,2.0,1.0,22.0,5.0,6.0,1783.3333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,484.0,25.0,36.0,2.0,44.0,10.0,12.0,22.0,5.0,6.0,110.0,132.0,30.0,4.0,88.0,20.0,24.0,2.0,22.0,5.0,6.0,968.0,484.0,2420.0,2904.0,50.0,25.0,550.0,150.0,72.0,36.0,792.0,180.0
